"","year","month","region","sal","X2","WY","month_f","region_f","wy_f","X2_z","X2_z_quad"
"3538",2018,10,"Suisun Marsh",7.62147226817539,83.8448387096774,2019,"10","Suisun Marsh","2019",0.824551213090988,0.67988470300982
"3539",2018,10,"Yolo Bypass",0.260348773078961,83.8448387096774,2019,"10","Yolo Bypass","2019",0.824551213090988,0.67988470300982
"3540",2018,11,"Confluence",5.51264517674816,84.8646666666667,2019,"11","Confluence","2019",0.918188145742078,0.843069470981276
"3541",2018,11,"East Delta",0.063213465391285,84.8646666666667,2019,"11","East Delta","2019",0.918188145742078,0.843069470981276
"3542",2018,11,"Lower Sacramento River",1.2287141805436,84.8646666666667,2019,"11","Lower Sacramento River","2019",0.918188145742078,0.843069470981276
"3543",2018,11,"Lower San Joaquin River",0.68666305294055,84.8646666666667,2019,"11","Lower San Joaquin River","2019",0.918188145742078,0.843069470981276
"3544",2018,11,"NE Suisun",8.18052603488589,84.8646666666667,2019,"11","NE Suisun","2019",0.918188145742078,0.843069470981276
"3545",2018,11,"NW Suisun",12.8414493242552,84.8646666666667,2019,"11","NW Suisun","2019",0.918188145742078,0.843069470981276
"3546",2018,11,"SE Suisun",8.65024384031449,84.8646666666667,2019,"11","SE Suisun","2019",0.918188145742078,0.843069470981276
"3547",2018,11,"SW Suisun",18.6725192617662,84.8646666666667,2019,"11","SW Suisun","2019",0.918188145742078,0.843069470981276
"3548",2018,11,"Sacramento River",0.271527679920753,84.8646666666667,2019,"11","Sacramento River","2019",0.918188145742078,0.843069470981276
"3549",2018,11,"South Delta",0.196392643367502,84.8646666666667,2019,"11","South Delta","2019",0.918188145742078,0.843069470981276
"3550",2018,11,"Suisun Marsh",7.85693755826003,84.8646666666667,2019,"11","Suisun Marsh","2019",0.918188145742078,0.843069470981276
"3551",2018,11,"Yolo Bypass",0.21536286108464,84.8646666666667,2019,"11","Yolo Bypass","2019",0.918188145742078,0.843069470981276
"3552",2018,12,"Confluence",3.25871409263624,79.6287096774194,2019,"12","Confluence","2019",0.437441419192664,0.191354995225292
"3553",2018,12,"East Delta",0.0870703683133912,79.6287096774194,2019,"12","East Delta","2019",0.437441419192664,0.191354995225292
"3554",2018,12,"Lower Sacramento River",0.87766962595766,79.6287096774194,2019,"12","Lower Sacramento River","2019",0.437441419192664,0.191354995225292
"3555",2018,12,"Lower San Joaquin River",0.612121740914017,79.6287096774194,2019,"12","Lower San Joaquin River","2019",0.437441419192664,0.191354995225292
"3556",2018,12,"NE Suisun",7.61446292143279,79.6287096774194,2019,"12","NE Suisun","2019",0.437441419192664,0.191354995225292
"3557",2018,12,"NW Suisun",11.4235334567281,79.6287096774194,2019,"12","NW Suisun","2019",0.437441419192664,0.191354995225292
"3558",2018,12,"SE Suisun",8.44775833638566,79.6287096774194,2019,"12","SE Suisun","2019",0.437441419192664,0.191354995225292
"3559",2018,12,"SW Suisun",15.0115965383958,79.6287096774194,2019,"12","SW Suisun","2019",0.437441419192664,0.191354995225292
"3560",2018,12,"Sacramento River",0.113940140967478,79.6287096774194,2019,"12","Sacramento River","2019",0.437441419192664,0.191354995225292
"3561",2018,12,"South Delta",0.254173805429942,79.6287096774194,2019,"12","South Delta","2019",0.437441419192664,0.191354995225292
"3562",2018,12,"Suisun Marsh",5.16423180597865,79.6287096774194,2019,"12","Suisun Marsh","2019",0.437441419192664,0.191354995225292
"3563",2018,12,"Yolo Bypass",0.251870856818836,79.6287096774194,2019,"12","Yolo Bypass","2019",0.437441419192664,0.191354995225292
"3564",2019,1,"Confluence",0.683561817738814,71.9496774193548,2019,"1","Confluence","2019",-0.267619685914419,0.0716202962889323
"3565",2019,1,"East Delta",0.0770603971472661,71.9496774193548,2019,"1","East Delta","2019",-0.267619685914419,0.0716202962889323
"3566",2019,1,"Lower Sacramento River",0.111275855714845,71.9496774193548,2019,"1","Lower Sacramento River","2019",-0.267619685914419,0.0716202962889323
"3567",2019,1,"Lower San Joaquin River",0.363337277452337,71.9496774193548,2019,"1","Lower San Joaquin River","2019",-0.267619685914419,0.0716202962889323
"3568",2019,1,"NE Suisun",2.04775704502935,71.9496774193548,2019,"1","NE Suisun","2019",-0.267619685914419,0.0716202962889323
"3569",2019,1,"NW Suisun",6.14952866803328,71.9496774193548,2019,"1","NW Suisun","2019",-0.267619685914419,0.0716202962889323
"3570",2019,1,"SE Suisun",4.06781849951757,71.9496774193548,2019,"1","SE Suisun","2019",-0.267619685914419,0.0716202962889323
"3571",2019,1,"SW Suisun",7.28135195854936,71.9496774193548,2019,"1","SW Suisun","2019",-0.267619685914419,0.0716202962889323
"3572",2019,1,"Sacramento River",0.0969645286286915,71.9496774193548,2019,"1","Sacramento River","2019",-0.267619685914419,0.0716202962889323
"3573",2019,1,"South Delta",0.277795083013165,71.9496774193548,2019,"1","South Delta","2019",-0.267619685914419,0.0716202962889323
"3574",2019,1,"Suisun Marsh",2.09951897234623,71.9496774193548,2019,"1","Suisun Marsh","2019",-0.267619685914419,0.0716202962889323
"3575",2019,1,"Yolo Bypass",0.277202545255745,71.9496774193548,2019,"1","Yolo Bypass","2019",-0.267619685914419,0.0716202962889323
"3576",2019,2,"Confluence",0.0867228863709242,60.0042857142857,2019,"2","Confluence","2019",-1.36440256082265,1.8615943479794
"3577",2019,2,"East Delta",0.0547357702934705,60.0042857142857,2019,"2","East Delta","2019",-1.36440256082265,1.8615943479794
"3578",2019,2,"Lower Sacramento River",0.0718552713825356,60.0042857142857,2019,"2","Lower Sacramento River","2019",-1.36440256082265,1.8615943479794
"3579",2019,2,"Lower San Joaquin River",0.085795268421745,60.0042857142857,2019,"2","Lower San Joaquin River","2019",-1.36440256082265,1.8615943479794
"3580",2019,2,"NE Suisun",0.160967949835201,60.0042857142857,2019,"2","NE Suisun","2019",-1.36440256082265,1.8615943479794
"3581",2019,2,"NW Suisun",0.948727400649966,60.0042857142857,2019,"2","NW Suisun","2019",-1.36440256082265,1.8615943479794
"3582",2019,2,"SE Suisun",0.123040488131401,60.0042857142857,2019,"2","SE Suisun","2019",-1.36440256082265,1.8615943479794
"3583",2019,2,"SW Suisun",0.627189887504007,60.0042857142857,2019,"2","SW Suisun","2019",-1.36440256082265,1.8615943479794
"3584",2019,2,"Sacramento River",0.0779639830588401,60.0042857142857,2019,"2","Sacramento River","2019",-1.36440256082265,1.8615943479794
"3585",2019,2,"South Delta",0.140680665449572,60.0042857142857,2019,"2","South Delta","2019",-1.36440256082265,1.8615943479794
"3586",2019,2,"Suisun Marsh",1.09016261292336,60.0042857142857,2019,"2","Suisun Marsh","2019",-1.36440256082265,1.8615943479794
"3587",2019,2,"Yolo Bypass",0.276194737871296,60.0042857142857,2019,"2","Yolo Bypass","2019",-1.36440256082265,1.8615943479794
"3588",2019,3,"Confluence",0.0864617403057115,50.2435483870968,2019,"3","Confluence","2019",-2.26059833332255,5.1103048246207
"3589",2019,3,"East Delta",0.051682076636855,50.2435483870968,2019,"3","East Delta","2019",-2.26059833332255,5.1103048246207
"3590",2019,3,"Lower Sacramento River",0.0927206193637551,50.2435483870968,2019,"3","Lower Sacramento River","2019",-2.26059833332255,5.1103048246207
"3591",2019,3,"Lower San Joaquin River",0.0802655957964433,50.2435483870968,2019,"3","Lower San Joaquin River","2019",-2.26059833332255,5.1103048246207
"3592",2019,3,"NE Suisun",0.0893380900698687,50.2435483870968,2019,"3","NE Suisun","2019",-2.26059833332255,5.1103048246207
"3593",2019,3,"NW Suisun",0.0973835856824148,50.2435483870968,2019,"3","NW Suisun","2019",-2.26059833332255,5.1103048246207
"3594",2019,3,"SE Suisun",0.0879767017833935,50.2435483870968,2019,"3","SE Suisun","2019",-2.26059833332255,5.1103048246207
"3595",2019,3,"SW Suisun",0.130010971344187,50.2435483870968,2019,"3","SW Suisun","2019",-2.26059833332255,5.1103048246207
"3596",2019,3,"Sacramento River",0.0839066788107172,50.2435483870968,2019,"3","Sacramento River","2019",-2.26059833332255,5.1103048246207
"3597",2019,3,"South Delta",0.114327841731044,50.2435483870968,2019,"3","South Delta","2019",-2.26059833332255,5.1103048246207
"3598",2019,3,"Suisun Marsh",0.854171139281327,50.2435483870968,2019,"3","Suisun Marsh","2019",-2.26059833332255,5.1103048246207
"3599",2019,3,"Yolo Bypass",0.248177053092773,50.2435483870968,2019,"3","Yolo Bypass","2019",-2.26059833332255,5.1103048246207
"3600",2019,4,"Confluence",0.0798094963197282,50.444,2019,"4","Confluence","2019",-2.2421935876509,5.02743208450284
"3601",2019,4,"East Delta",0.0441538858485243,50.444,2019,"4","East Delta","2019",-2.2421935876509,5.02743208450284
"3602",2019,4,"Lower Sacramento River",0.0750309482765657,50.444,2019,"4","Lower Sacramento River","2019",-2.2421935876509,5.02743208450284
"3603",2019,4,"Lower San Joaquin River",0.0742318435261327,50.444,2019,"4","Lower San Joaquin River","2019",-2.2421935876509,5.02743208450284
"3604",2019,4,"NE Suisun",0.0816610953689755,50.444,2019,"4","NE Suisun","2019",-2.2421935876509,5.02743208450284
"3605",2019,4,"NW Suisun",0.0844527131512447,50.444,2019,"4","NW Suisun","2019",-2.2421935876509,5.02743208450284
"3606",2019,4,"SE Suisun",0.0738015336072108,50.444,2019,"4","SE Suisun","2019",-2.2421935876509,5.02743208450284
"3607",2019,4,"SW Suisun",0.393127337168139,50.444,2019,"4","SW Suisun","2019",-2.2421935876509,5.02743208450284
"3608",2019,4,"Sacramento River",0.065606987084413,50.444,2019,"4","Sacramento River","2019",-2.2421935876509,5.02743208450284
"3609",2019,4,"South Delta",0.10338989075625,50.444,2019,"4","South Delta","2019",-2.2421935876509,5.02743208450284
"3610",2019,4,"Suisun Marsh",0.820879528808771,50.444,2019,"4","Suisun Marsh","2019",-2.2421935876509,5.02743208450284
"3611",2019,4,"Yolo Bypass",0.269144390213138,50.444,2019,"4","Yolo Bypass","2019",-2.2421935876509,5.02743208450284
"3612",2019,5,"Confluence",0.0682517155351888,55.5664516129032,2019,"5","Confluence","2019",-1.77186851625168,3.13951803888395
"3613",2019,5,"East Delta",0.0346930720463298,55.5664516129032,2019,"5","East Delta","2019",-1.77186851625168,3.13951803888395
"3614",2019,5,"Lower Sacramento River",0.0602713103339285,55.5664516129032,2019,"5","Lower Sacramento River","2019",-1.77186851625168,3.13951803888395
"3615",2019,5,"Lower San Joaquin River",0.0672562386346451,55.5664516129032,2019,"5","Lower San Joaquin River","2019",-1.77186851625168,3.13951803888395
"3616",2019,5,"NE Suisun",0.0745371221838741,55.5664516129032,2019,"5","NE Suisun","2019",-1.77186851625168,3.13951803888395
"3617",2019,5,"NW Suisun",0.21542206502602,55.5664516129032,2019,"5","NW Suisun","2019",-1.77186851625168,3.13951803888395
"3618",2019,5,"SE Suisun",0.133509013131321,55.5664516129032,2019,"5","SE Suisun","2019",-1.77186851625168,3.13951803888395
"3619",2019,5,"SW Suisun",1.57163364959355,55.5664516129032,2019,"5","SW Suisun","2019",-1.77186851625168,3.13951803888395
"3620",2019,5,"Sacramento River",0.05728914618438,55.5664516129032,2019,"5","Sacramento River","2019",-1.77186851625168,3.13951803888395
"3621",2019,5,"South Delta",0.0869590576760299,55.5664516129032,2019,"5","South Delta","2019",-1.77186851625168,3.13951803888395
"3622",2019,5,"Suisun Marsh",0.41949789932848,55.5664516129032,2019,"5","Suisun Marsh","2019",-1.77186851625168,3.13951803888395
"3623",2019,5,"Yolo Bypass",0.235762984503165,55.5664516129032,2019,"5","Yolo Bypass","2019",-1.77186851625168,3.13951803888395
"3624",2019,6,"Confluence",0.0628958401470206,59.2316666666667,2019,"6","Confluence","2019",-1.43534166111995,2.06020568414658
"3625",2019,6,"East Delta",0.0435739619362826,59.2316666666667,2019,"6","East Delta","2019",-1.43534166111995,2.06020568414658
"3626",2019,6,"Lower Sacramento River",0.0545623085606813,59.2316666666667,2019,"6","Lower Sacramento River","2019",-1.43534166111995,2.06020568414658
"3627",2019,6,"Lower San Joaquin River",0.0535897621579332,59.2316666666667,2019,"6","Lower San Joaquin River","2019",-1.43534166111995,2.06020568414658
"3628",2019,6,"NE Suisun",0.631859094912655,59.2316666666667,2019,"6","NE Suisun","2019",-1.43534166111995,2.06020568414658
"3629",2019,6,"NW Suisun",1.20621294469895,59.2316666666667,2019,"6","NW Suisun","2019",-1.43534166111995,2.06020568414658
"3630",2019,6,"SE Suisun",0.11937026826018,59.2316666666667,2019,"6","SE Suisun","2019",-1.43534166111995,2.06020568414658
"3631",2019,6,"SW Suisun",2.29833763655626,59.2316666666667,2019,"6","SW Suisun","2019",-1.43534166111995,2.06020568414658
"3632",2019,6,"Sacramento River",0.0497923982458612,59.2316666666667,2019,"6","Sacramento River","2019",-1.43534166111995,2.06020568414658
